3.263999999999999974e-03,3.736486503096980161e-01,1.930000000000000049e-01
3.639102134234410441e-03,3.582015920809796805e-01,1.930000000000000049e-01
4.057311379714902827e-03,3.431817982256333277e-01,1.930000000000000049e-01
4.523581648644013978e-03,3.285987090861174909e-01,1.930000000000000049e-01
5.043436161753690403e-03,3.144591092936139254e-01,1.930000000000000049e-01
5.623032873809086750e-03,3.007673360276161834e-01,1.930000000000000049e-01
6.269237417876512460e-03,2.875254884278387046e-01,1.930000000000000049e-01
6.989704432419314994e-03,2.747336348413011997e-01,1.930000000000000049e-01
7.792968234584819395e-03,2.623900152289103116e-01,1.930000000000000049e-01
8.688543913755692599e-03,2.504912366058020257e-01,1.930000000000000049e-01
9.687040042873082749e-03,2.390324598945989254e-01,1.930000000000000049e-01
1.080028434265736109e-02,2.280075770159820381e-01,1.930000000000000049e-01
1.204146378728642580e-02,2.174093774028410808e-01,1.930000000000000049e-01
1.342528081115820955e-02,2.072297034540386829e-01,1.930000000000000049e-01
1.496812746709011259e-02,1.974595946999230522e-01,1.930000000000000049e-01
1.668827959895230473e-02,1.880894206724901818e-01,1.930000000000000049e-01
1.860611332881373717e-02,1.791090026424582426e-01,1.930000000000000049e-01
2.074434642300655371e-02,1.705077245270425756e-01,1.930000000000000049e-01
2.312830739621969667e-02,1.622746333688290243e-01,1.930000000000000049e-01
2.578623554130288556e-02,1.543985298700330799e-01,1.930000000000000049e-01
2.874961543879489198e-02,1.468680495128401875e-01,1.930000000000000049e-01
3.205354990862042258e-02,1.396717348349199028e-01,1.930000000000000049e-01
3.573717582176769852e-02,1.327980994450574936e-01,1.930000000000000049e-01
3.984412769745870192e-02,1.262356843688424435e-01,1.930000000000000049e-01
4.442305457736837188e-02,1.199731073107956625e-01,1.930000000000000049e-01
4.952819629954440667e-02,1.139991054052089531e-01,1.930000000000000049e-01
5.522002599830057312e-02,1.083025720091542327e-01,1.930000000000000049e-01
6.156596644083800474e-02,1.028725880680275151e-01,1.930000000000000049e-01
6.864118868598580170e-02,9.769844855731729671e-02,1.930000000000000049e-01
7.652950252559989619e-02,9.276968447589781230e-02,1.930000000000000049e-01
8.532434925637510936e-02,8.807608083585638514e-02,1.930000000000000049e-01
9.512990854198433155e-02,8.360769106474902346e-02,1.930000000000000049e-01
1.060623324769177228e-01,7.935484820503542480e-02,1.930000000000000049e-01
1.182511214701687935e-01,7.530817326729447037e-02,1.930000000000000049e-01
1.318406582468455157e-01,7.145858106388243425e-02,1.930000000000000049e-01
1.469919181387760732e-01,6.779728382372642026e-02,1.930000000000000049e-01
1.638843759234161479e-01,6.431579286174188281e-02,1.930000000000000049e-01
1.827181317985840103e-01,6.100591855236653371e-02,1.930000000000000049e-01
2.037162816763331274e-01,5.785976883339929988e-02,1.930000000000000049e-01
2.271275598733587808e-01,5.486974644459904210e-02,1.930000000000000049e-01
2.532292855020201183e-01,5.202854508544855344e-02,1.930000000000000049e-01
2.823306474635589591e-01,4.936528511801510644e-02,1.930000000000000049e-01
3.147763669560110777e-01,4.687508573139535090e-02,1.930000000000000049e-01
3.509507808811807572e-01,4.450748441736069455e-02,1.930000000000000049e-01
3.912823945208143139e-01,4.225666897705152025e-02,1.930000000000000049e-01
4.362489574108596724e-01,4.011706795001108300e-02,1.930000000000000049e-01
4.863831225402566183e-01,3.808334167590208402e-02,1.930000000000000049e-01
5.422787559104916832e-01,3.615037581100058461e-02,1.930000000000000049e-01
6.045979711960328684e-01,3.431327424729863768e-02,1.930000000000000049e-01
6.740789728349503296e-01,3.256735193557643709e-02,1.930000000000000049e-01
7.515448004553328953e-01,3.090812766142241041e-02,1.930000000000000049e-01
8.379130782199079031e-01,2.933131681678652000e-02,1.930000000000000049e-01
9.342068845750586270e-01,2.783282420439436508e-02,1.930000000000000049e-01
1.041566871162247221e+00,2.640873690447567354e-02,1.930000000000000049e-01
1.161264774446811199e+00,2.505531727180366000e-02,1.930000000000000049e-01
1.294718480116615167e+00,2.376899596369686646e-02,1.930000000000000049e-01
1.443508818696417340e+00,2.254636523543042392e-02,1.930000000000000049e-01
1.609398291330983666e+00,2.138417230167218366e-02,1.930000000000000049e-01
1.794351947553859183e+00,2.027931295852858015e-02,1.930000000000000049e-01
2.000560662350159280e+00,1.922882530330174630e-02,1.930000000000000049e-01
2.230467088242607421e+00,1.822988375926620774e-02,1.930000000000000049e-01
2.486794589817182821e+00,1.727979350315578255e-02,1.930000000000000049e-01
2.772579503433303838e+00,1.637598448459665415e-02,1.930000000000000049e-01
3.091207104252058802e+00,1.551600681140706019e-02,1.930000000000000049e-01
3.446451706631200818e+00,1.469752518590120363e-02,1.930000000000000049e-01
3.842521372897496512e+00,1.391831481749309860e-02,1.930000000000000049e-01
