-2.000000000000000111e-01,-1.929999999999999771e-01
-1.990616747274076281e-01,-1.929999999999999771e-01
-1.981233494548152174e-01,-1.929999999999999771e-01
-1.971850241822228345e-01,-1.929999999999999771e-01
-1.962466989096304237e-01,-1.929999999999999771e-01
-1.953083736370380408e-01,-1.929999999999999771e-01
-1.943700483644456301e-01,-1.929999999999999771e-01
-1.934317230918532471e-01,-1.929999999999999771e-01
-1.924933978192608641e-01,-1.929999999999999771e-01
-1.915550725466684534e-01,-1.929999999999999771e-01
-1.906167472740760704e-01,-1.929999999999999771e-01
-1.896784220014836597e-01,-1.929999999999999771e-01
-1.887400967288912768e-01,-1.929999999999999771e-01
-1.878017714562988660e-01,-1.929999999999999771e-01
-1.868634461837064831e-01,-1.929999999999999771e-01
-1.859251209111140724e-01,-1.929999999999999771e-01
-1.849867956385216894e-01,-1.929999999999999771e-01
-1.840484703659293064e-01,-1.929999999999999771e-01
-1.831101450933368957e-01,-1.929999999999999771e-01
-1.821718198207445127e-01,-1.929999999999999771e-01
-1.812334945481521020e-01,-1.929999999999999771e-01
-1.802951692755597191e-01,-1.929999999999999771e-01
-1.793568440029673083e-01,-1.929999999999999771e-01
-1.784185187303749254e-01,-1.929999999999999771e-01
-1.774801934577825424e-01,-1.929999999999999771e-01
-1.765418681851901317e-01,-1.929999999999999771e-01
-1.756035429125977487e-01,-1.929999999999999771e-01
-1.746652176400053380e-01,-1.929999999999999771e-01
-1.737268923674129550e-01,-1.929999999999999771e-01
-1.727885670948205443e-01,-1.929999999999999771e-01
-1.718502418222281614e-01,-1.929999999999999771e-01
-1.709119165496357784e-01,-1.929999999999999771e-01
-1.699735912770433677e-01,-1.929999999999999771e-01
-1.690352660044509847e-01,-1.929999999999999771e-01
-1.680969407318585740e-01,-1.929999999999999771e-01
-1.671586154592661910e-01,-1.929999999999999771e-01
-1.662202901866737803e-01,-1.929999999999999771e-01
-1.652819649140813973e-01,-1.929999999999999771e-01
-1.643436396414890144e-01,-1.929999999999999771e-01
-1.634053143688966037e-01,-1.929999999999999771e-01
-1.624669890963042207e-01,-1.929999999999999771e-01
-1.615286638237118100e-01,-1.929999999999999771e-01
-1.605903385511194270e-01,-1.929999999999999771e-01
-1.596520132785270163e-01,-1.929999999999999771e-01
-1.587136880059346333e-01,-1.929999999999999771e-01
-1.577753627333422504e-01,-1.929999999999999771e-01
-1.568370374607498396e-01,-1.929999999999999771e-01
-1.558987121881574289e-01,-1.929999999999999771e-01
-1.549603869155650460e-01,-1.929999999999999771e-01
-1.540220616429726630e-01,-1.929999999999999771e-01
-1.530837363703802523e-01,-1.929999999999999771e-01
-1.521454110977878693e-01,-1.929999999999999771e-01
-1.512070858251954864e-01,-1.929999999999999771e-01
-1.502687605526030756e-01,-1.929999999999999771e-01
-1.493304352800106649e-01,-1.929999999999999771e-01
-1.483921100074182819e-01,-1.929999999999999771e-01
-1.474537847348258990e-01,-1.929999999999999771e-01
-1.465154594622334883e-01,-1.929999999999999771e-01
-1.455771341896411053e-01,-1.929999999999999771e-01
-1.446388089170487223e-01,-1.929845968891609476e-01
-1.437004836444563116e-01,-1.929304654365229243e-01
-1.427621583718639009e-01,-1.928755679957737390e-01
-1.418238330992715179e-01,-1.928198776945317661e-01
-1.408855078266791350e-01,-1.927633668453824223e-01
-1.399471825540867242e-01,-1.927060064790364902e-01
-1.390088572814943413e-01,-1.926477672025669885e-01
-1.380705320089019583e-01,-1.925886183884016056e-01
-1.371322067363095476e-01,-1.925285280996406612e-01
-1.361938814637171369e-01,-1.924674639541084087e-01
-1.352555561911247539e-01,-1.924053921193719929e-01
-1.343172309185323710e-01,-1.923422777727008259e-01
-1.333789056459399602e-01,-1.922780849770881761e-01
-1.324405803733475773e-01,-1.922127766523022141e-01
-1.315022551007551943e-01,-1.921463145461100031e-01
-1.305639298281627836e-01,-1.920786592067357801e-01
-1.296256045555703729e-01,-1.920097699509078770e-01
-1.286872792829779899e-01,-1.919396048373581409e-01
-1.277489540103856069e-01,-1.918681206467257594e-01
-1.268106287377931962e-01,-1.917952729220383512e-01
-1.258723034652007855e-01,-1.917210154211927975e-01
-1.249339781926084164e-01,-1.916453012344309093e-01
-1.239956529200160196e-01,-1.915680815463770836e-01
-1.230573276474236227e-01,-1.914893062333402618e-01
-1.221190023748312259e-01,-1.914089236988702480e-01
-1.211806771022388290e-01,-1.913268809682348859e-01
-1.202423518296464322e-01,-1.912431230401297200e-01
-1.193040265570540354e-01,-1.911575940998140044e-01
-1.183657012844616524e-01,-1.910702362422502243e-01
-1.174273760118692556e-01,-1.909809900613372580e-01
-1.164890507392768587e-01,-1.908897945066961033e-01
-1.155507254666844619e-01,-1.907965868425419709e-01
-1.146124001940920650e-01,-1.907013027536390570e-01
-1.136740749214996682e-01,-1.906038756698337222e-01
-1.127357496489072713e-01,-1.905042380259779344e-01
-1.117974243763148745e-01,-1.904023199479280837e-01
-1.108590991037224915e-01,-1.902980498677840915e-01
-1.099207738311300947e-01,-1.901913543673613149e-01
-1.089824485585376979e-01,-1.900821581538855998e-01
-1.080441232859453010e-01,-1.899703840324560022e-01
-1.071057980133529042e-01,-1.898559529647392552e-01
-1.061674727407605073e-01,-1.897387836364212987e-01
-1.052291474681681105e-01,-1.896187932471403437e-01
-1.042908221955757275e-01,-1.894958967514985548e-01
-1.033524969229833307e-01,-1.893700068842124329e-01
-1.024141716503909338e-01,-1.892410347677326854e-01
-1.014758463777985370e-01,-1.891088891823298757e-01
-1.005375211052061402e-01,-1.889734769095462175e-01
-9.959919583261374332e-02,-1.888347026474343771e-01
-9.866087056002134648e-02,-1.886924690347802913e-01
-9.772254528742894963e-02,-1.885466764087539993e-01
-9.678422001483656667e-02,-1.883972232471889940e-01
-9.584589474224416983e-02,-1.882440055971183190e-01
-9.490756946965177299e-02,-1.880869176918340824e-01
-9.396924419705937614e-02,-1.879258512706051543e-01
-9.303091892446697930e-02,-1.877606961225489757e-01
-9.209259365187458246e-02,-1.875913397620575795e-01
-9.115426837928218562e-02,-1.874176676371463457e-01
-9.021594310668980266e-02,-1.872395629501080738e-01
-8.927761783409740581e-02,-1.870569066810573722e-01
-8.833929256150500897e-02,-1.868695777865524710e-01
-8.740096728891261213e-02,-1.866774529924117576e-01
-8.646264201632021529e-02,-1.864804068126271197e-01
-8.552431674372781845e-02,-1.862783117809874989e-01
-8.458599147113542160e-02,-1.860710381405211722e-01
-8.364766619854302476e-02,-1.858584541246518784e-01
-8.270934092595064180e-02,-1.856404259144897317e-01
-8.177101565335824496e-02,-1.854168175211850234e-01
-8.083269038076584811e-02,-1.851874909774461064e-01
