3.263999999999999974e-03,3.736833474561048196e-01,1.930000000000000049e-01
3.639102134234410441e-03,3.582380421929316494e-01,1.930000000000000049e-01
4.057311379714902827e-03,3.432200272367832983e-01,1.930000000000000049e-01
4.523581648644013978e-03,3.286387432315050483e-01,1.930000000000000049e-01
5.043436161753690403e-03,3.145009754884330322e-01,1.930000000000000049e-01
5.623032873809086750e-03,3.008110622441689253e-01,1.930000000000000049e-01
6.269237417876512460e-03,2.875711040669941543e-01,1.930000000000000049e-01
6.989704432419314994e-03,2.747811711021779790e-01,1.930000000000000049e-01
7.792968234584819395e-03,2.624395054716285869e-01,1.930000000000000049e-01
8.688543913755692599e-03,2.505427167080649387e-01,1.930000000000000049e-01
9.687040042873082749e-03,2.390859686048478761e-01,1.930000000000000049e-01
1.080028434265736109e-02,2.280631562997150474e-01,1.930000000000000049e-01
1.204146378728642580e-02,2.174670727860611996e-01,1.930000000000000049e-01
1.342528081115820955e-02,2.072895643628251405e-01,1.930000000000000049e-01
1.496812746709011259e-02,1.975216747981702048e-01,1.930000000000000049e-01
1.668827959895230473e-02,1.881537781981925395e-01,1.930000000000000049e-01
1.860611332881373717e-02,1.791757007452564332e-01,1.930000000000000049e-01
2.074434642300655371e-02,1.705768316065613965e-01,1.930000000000000049e-01
2.312830739621969667e-02,1.623462234172848850e-01,1.930000000000000049e-01
2.578623554130288556e-02,1.544726828188801027e-01,1.930000000000000049e-01
2.874961543879489198e-02,1.469448515861545568e-01,1.930000000000000049e-01
3.205354990862042258e-02,1.397512789105378739e-01,1.930000000000000049e-01
3.573717582176769852e-02,1.328804854249062972e-01,1.930000000000000049e-01
3.984412769745870192e-02,1.263210195604991537e-01,1.930000000000000049e-01
4.442305457736837188e-02,1.200615068214535286e-01,1.930000000000000049e-01
4.952819629954440667e-02,1.140906925495412810e-01,1.930000000000000049e-01
5.522002599830057312e-02,1.083974787327165595e-01,1.930000000000000049e-01
6.156596644083800474e-02,1.029709553876667766e-01,1.930000000000000049e-01
6.864118868598580170e-02,9.780042702002778032e-02,1.930000000000000049e-01
7.652950252559989619e-02,9.287543463737271687e-02,1.930000000000000049e-01
8.532434925637510936e-02,8.818577376038372329e-02,1.930000000000000049e-01
9.512990854198433155e-02,8.372150884749134103e-02,1.930000000000000049e-01
1.060623324769177228e-01,7.947298451826941001e-02,1.930000000000000049e-01
1.182511214701687935e-01,7.543083393144067728e-02,1.930000000000000049e-01
1.318406582468455157e-01,7.158598464481229218e-02,1.930000000000000049e-01
1.469919181387760732e-01,6.792966225706136008e-02,1.930000000000000049e-01
1.638843759234161479e-01,6.445339210520038831e-02,1.930000000000000049e-01
1.827181317985840103e-01,6.114899926688319165e-02,1.930000000000000049e-01
2.037162816763331274e-01,5.800860709352696071e-02,1.930000000000000049e-01
2.271275598733587808e-01,5.502463447855742568e-02,1.930000000000000049e-01
2.532292855020201183e-01,5.218979204492263380e-02,1.930000000000000049e-01
2.823306474635589591e-01,4.949707741734680339e-02,1.930000000000000049e-01
3.147763669560110777e-01,4.693976972756536137e-02,1.930000000000000049e-01
3.509507808811807572e-01,4.451142348493751510e-02,1.930000000000000049e-01
3.912823945208143139e-01,4.220586193031327510e-02,1.930000000000000049e-01
4.362489574108596724e-01,4.001716997776499224e-02,1.930000000000000049e-01
4.863831225402566183e-01,3.793968683670605191e-02,1.930000000000000049e-01
5.422787559104916832e-01,3.596799839593715908e-02,1.930000000000000049e-01
6.045979711960328684e-01,3.409692944120625013e-02,1.930000000000000049e-01
6.740789728349503296e-01,3.232153576887100699e-02,1.930000000000000049e-01
7.515448004553328953e-01,3.063709625013656332e-02,1.930000000000000049e-01
8.379130782199079031e-01,2.903910489304022124e-02,1.930000000000000049e-01
9.342068845750586270e-01,2.752326294280120142e-02,1.930000000000000049e-01
1.041566871162247221e+00,2.608547105528402285e-02,1.930000000000000049e-01
1.161264774446811199e+00,2.472182157308156977e-02,1.930000000000000049e-01
1.294718480116615167e+00,2.342859092905044335e-02,1.930000000000000049e-01
1.443508818696417340e+00,2.220223219797727229e-02,1.930000000000000049e-01
1.609398291330983666e+00,2.103936781337096412e-02,1.930000000000000049e-01
1.794351947553859183e+00,1.993678246311844302e-02,1.930000000000000049e-01
2.000560662350159280e+00,1.889141617486883584e-02,1.930000000000000049e-01
2.230467088242607421e+00,1.790035759948646263e-02,1.930000000000000049e-01
2.486794589817182821e+00,1.696083749870033741e-02,1.930000000000000049e-01
2.772579503433303838e+00,1.607022244114660742e-02,1.930000000000000049e-01
3.091207104252058802e+00,1.522600870932132137e-02,1.930000000000000049e-01
3.446451706631200818e+00,1.442581641850679622e-02,1.930000000000000049e-01
3.842521372897496512e+00,1.366738384748329357e-02,1.930000000000000049e-01
4.284107760095777095e+00,1.294856197976501817e-02,1.930000000000000049e-01
4.776441695176090185e+00,1.226730925318744031e-02,1.930000000000000049e-01
5.325355136936744671e+00,1.162168651490295274e-02,1.930000000000000049e-01
5.937350258695677674e+00,1.100985217819759783e-02,1.930000000000000049e-01
6.619676470011234493e+00,1.043005757700939118e-02,1.930000000000000049e-01
7.380416289815928899e+00,9.880642513594248971e-03,1.930000000000000049e-01
8.228581088176342817e+00,9.360030994438037211e-03,1.930000000000000049e-01
9.174217830791494777e+00,8.866727149241599576e-03,1.930000000000000049e-01
1.022852809067546431e+01,8.399311327600309310e-03,1.930000000000000049e-01
1.140400073678115689e+01,7.956436367852627589e-03,1.930000000000000049e-01
1.271455987133305854e+01,7.536824032475332447e-03,1.930000000000000049e-01
1.417572976826572528e+01,7.139261604349865335e-03,1.930000000000000049e-01
1.580481876655212048e+01,6.762598638208720120e-03,1.930000000000000049e-01
1.762112429673648606e+01,6.405743861587530688e-03,1.930000000000000049e-01
1.964616146932094409e+01,6.067662219652483410e-03,1.930000000000000049e-01
2.190391793275725973e+01,5.747372058340223869e-03,1.930000000000000049e-01
2.442113801997313516e+01,5.443942440334144373e-03,1.930000000000000049e-01
2.722763954930069019e+01,5.156490588504045527e-03,1.930000000000000049e-01
